Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
26.63345694541931	0	-240.37837	120.69877	194.4992	-535.8278	123.48615384615384	36.83548405012618	40133	40133
53.82239007949829	1	-182.29266	115.45448	167.07474	-522.80347	128.1182108626198	75.65413621548691	40101	80234
79.07769274711609	2	-138.94307	110.84437	234.63255	-438.57968	123.43692307692308	33.81742640997513	40117	120351
105.82325196266174	3	-144.8914	88.088974	149.08978	-451.59927	122.21951219512195	61.81665936761548	40088	160439
132.17347741127014	4	-124.69286	94.04106	187.26733	-418.02087	125.07476635514018	53.3853389049104	40149	200588
161.6643521785736	5	-105.34734	102.0921	180.60898	-438.33148	144.32374100719426	103.8601173152557	40122	240710
192.14205980300903	6	-82.647064	107.84537	226.34593	-530.8859	146.7985347985348	100.85996383870804	40076	280786
227.76710891723633	7	-65.70249	118.59113	223.92526	-414.27853	179.9103139013453	156.44630027968674	40120	320906
262.1491093635559	8	-46.78257	132.59827	231.58087	-462.22092	192.62980769230768	146.19449135931617	40067	360973
297.7020974159241	9	-21.259726	137.36768	226.99695	-522.62103	203.253807106599	163.3395347191157	40041	401014
336.637939453125	10	-7.7919116	136.67513	225.5927	-375.8144	238.26785714285714	191.69045835403384	40029	441043
376.47153759002686	11	-8.928584	140.99103	227.50206	-419.38925	244.4329268292683	203.96102362884517	40087	481130
422.1360545158386	12	6.722958	131.86589	227.26634	-269.2576	297.037037037037	248.2946400103867	40100	521230
473.9457550048828	13	30.31122	144.00151	241.47386	-625.92773	353.55263157894734	295.4027608022072	40305	561535
523.2433362007141	14	31.553612	128.5273	259.10483	-328.24982	364.55454545454546	285.53912600436894	40101	601636
569.5814213752747	15	37.274715	124.04369	218.45041	-195.80565	330.9834710743802	257.8748489933121	40049	641685
613.6265726089478	16	70.55834	122.9501	232.55656	-214.71368	303.2348484848485	238.01982537266005	40027	681712
659.7564821243286	17	73.40877	118.76731	229.868	-286.4913	306.5984848484849	263.06626829157676	40471	722183
709.6435601711273	18	73.060936	108.86186	234.27042	-106.82765	332.9024390243902	283.9350783070633	40947	763130
756.0577101707458	19	94.13833	111.073135	247.4893	-212.89148	331.4836065573771	265.3388564602789	40441	803571
802.2246510982513	20	92.747925	108.20032	246.4401	-96.96885	316.6796875	264.4346839720583	40535	844106
853.346771478653	21	84.94262	106.85583	244.11047	-124.91971	394.08653846153845	327.4742535557015	40985	885091
897.6601567268372	22	111.17891	101.27941	251.11429	-83.23113	336.83193277310926	286.37943682715917	40083	925174
942.108640909195	23	76.604706	124.282845	241.37222	-348.09012	335.15833333333336	276.13523244457997	40219	965393
988.6418993473053	24	109.210915	103.668144	240.03575	-121.50774	352.03478260869565	303.3429091462343	40484	1005877
1036.7004263401031	25	110.63948	102.22545	243.59889	-84.91878	388.4230769230769	320.4000711942832	40396	1046273
1083.0495204925537	26	113.31282	105.1231	245.84956	-237.5188	357.6517857142857	300.91146389586766	40057	1086330
1126.0127596855164	27	130.96582	94.37732	245.52472	-102.74361	313.6484375	252.87681010980148	40147	1126477
1164.6973888874054	28	121.54175	102.09064	250.23087	-215.65997	284.02836879432624	211.54128558574146	40048	1166525
1205.9041459560394	29	140.55782	86.78248	240.53694	-88.96691	305.91603053435114	232.84903336376942	40075	1206600
1239.9438576698303	30	175.67664	54.941742	246.34164	-89.54884	238.86904761904762	127.603438877558	40130	1246730
1272.033925294876	31	172.4394	63.316883	248.6544	-75.923904	232.7325581395349	80.5206783232852	40030	1286760
1304.8606133460999	32	165.74738	73.193016	249.61903	-125.20017	234.93567251461988	109.32301760271757	40174	1326934
1342.001941204071	33	154.47665	76.18379	266.01923	-97.08911	251.125	172.2280737133177	40180	1367114
1373.7877521514893	34	165.15819	70.230934	249.6268	-89.69173	211.66666666666666	105.27912006515405	40005	1407119
1405.0741415023804	35	172.28438	65.24439	247.89622	-126.6384	201.76884422110552	83.1851892630805	40152	1447271
1437.1301798820496	36	180.01276	51.848076	250.43799	-56.79251	197.74384236453201	100.87295525797592	40142	1487413
1472.0666480064392	37	161.71764	75.04553	255.41656	-103.654015	222.27777777777777	174.32409330374514	40010	1527423
1504.9934210777283	38	142.43552	97.86908	255.35847	-183.57388	194.6504854368932	134.50994901218087	40098	1567521
1538.692845582962	39	140.96498	96.40403	257.95636	-93.1431	203.4517766497462	161.12546411786948	40080	1607601
1573.3150486946106	40	132.98042	97.455215	262.18018	-102.93827	204.46938775510205	165.6746999567152	40076	1647677
1608.7199122905731	41	120.53713	110.25717	263.58734	-187.74472	207.76165803108807	173.4008957711746	40098	1687775
1648.7746987342834	42	144.4522	92.03159	250.18597	-106.99528	239.89285714285714	229.43037733529903	40302	1728077
1692.5956592559814	43	130.92198	101.44597	267.71335	-126.39177	270.62	266.7460132785493	40593	1768670
1731.6816277503967	44	160.21153	77.541756	272.017	-61.288284	258.52258064516127	240.14684581445286	40071	1808741
1771.1679339408875	45	162.00026	76.07797	239.36398	-59.817326	224.9120879120879	186.5867590293887	40934	1849675
1803.6843605041504	46	178.32404	57.368195	247.5475	-83.5408	203.19289340101523	126.85914227974705	40029	1889704
1834.8566536903381	47	184.32748	46.593822	251.0088	-115.10446	195.1951219512195	83.52590353639098	40015	1929719
1864.798909187317	48	187.0146	42.86488	257.25742	-56.05098	193.82125603864733	27.04267395890221	40121	1969840
