Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.076428651809692	0	16.038462	6.381448	43.0	8.0	16.03846153846154	6.381448086791755	5004	5004
6.745680093765259	1	16.170967	6.9449306	61.0	8.0	16.170967741935485	6.944930550682139	5013	10017
9.33986783027649	2	15.181818	5.668384	48.0	8.0	15.181818181818182	5.668384118282449	5010	15027
11.935057163238525	3	16.028753	7.115824	59.0	8.0	16.028753993610223	7.1158243342184395	5017	20044
14.520237684249878	4	16.375816	7.2503734	47.0	8.0	16.375816993464053	7.250373225856792	5011	25055
17.1134250164032	5	14.991018	5.6018	40.0	8.0	14.991017964071856	5.601799607625095	5007	30062
19.705610990524292	6	15.495356	7.0536957	70.0	8.0	15.495356037151703	7.05369565521914	5005	35067
22.301800966262817	7	15.38957	6.5610685	49.0	8.0	15.389570552147239	6.561068608692274	5017	40084
24.91200280189514	8	15.867925	7.310382	64.0	8.0	15.867924528301886	7.310381355759156	5046	45130
27.50820279121399	9	15.368098	6.4674335	53.0	8.0	15.368098159509202	6.4674333339443875	5010	50140
30.138410806655884	10	16.654486	6.865598	49.0	8.0	16.654485049833887	6.865597816119153	5013	55153
32.782649517059326	11	16.661129	7.654811	63.0	8.0	16.66112956810631	7.654810924218682	5015	60168
35.37983202934265	12	16.256493	7.1023903	55.0	8.0	16.256493506493506	7.102390537056304	5007	65175
38.013060092926025	13	14.869436	5.4544935	40.0	8.0	14.869436201780415	5.454493476818884	5011	70186
40.62725806236267	14	14.462428	6.1197143	51.0	8.0	14.46242774566474	6.119714083552637	5004	75190
43.35355758666992	15	13.123036	4.475418	34.0	8.0	13.12303664921466	4.475417812981385	5013	80203
46.07385206222534	16	13.005195	4.1215267	32.0	8.0	13.005194805194805	4.121527144276982	5007	85210
48.84318828582764	17	12.426799	3.729232	34.0	8.0	12.426799007444169	3.729232177279737	5008	90218
51.60251569747925	18	13.03125	4.681976	44.0	8.0	13.03125	4.6819759116744715	5004	95222
54.231733322143555	19	12.846154	4.4757953	42.0	8.0	12.846153846153847	4.475795082145406	5010	100232
56.856955766677856	20	12.808184	4.2860074	34.0	8.0	12.808184143222507	4.286007033761961	5008	105240
59.491177797317505	21	13.181579	4.1803017	32.0	8.0	13.18157894736842	4.180301881768192	5009	110249
62.118385314941406	22	13.632153	5.3746147	54.0	8.0	13.632152588555858	5.37461502314505	5003	115252
64.78763675689697	23	14.297143	5.275035	45.0	8.0	14.297142857142857	5.275034771139873	5004	120256
67.39984035491943	24	14.355301	5.228296	51.0	8.0	14.355300859598854	5.2282960274590655	5010	125266
70.00703930854797	25	14.788236	5.71241	37.0	8.0	14.788235294117648	5.7124098502801655	5028	130294
72.60723280906677	26	15.489164	6.7513814	44.0	8.0	15.489164086687307	6.751381483283839	5003	135297
75.21343898773193	27	15.184849	5.845932	43.0	8.0	15.184848484848485	5.845932085368434	5011	140308
77.91370987892151	28	15.65	6.652255	43.0	8.0	15.65	6.652255256677994	5008	145316
80.56594562530518	29	16.374594	7.342687	58.0	8.0	16.37459283387622	7.342687164903763	5027	150343
83.3783175945282	30	16.429508	7.17389	51.0	9.0	16.42950819672131	7.173890369723951	5011	155354
86.0505723953247	31	15.604362	6.501079	43.0	8.0	15.60436137071651	6.5010792044615355	5009	160363
88.74184155464172	32	16.59076	6.8291874	50.0	8.0	16.59075907590759	6.829187535432073	5027	165390
91.50517249107361	33	16.29316	6.542175	52.0	8.0	16.293159609120522	6.542174785873756	5002	170392
94.18643403053284	34	16.69	7.3688917	49.0	8.0	16.69	7.368891820800918	5007	175399
96.92274236679077	35	17.296553	7.983279	63.0	8.0	17.29655172413793	7.983279196550954	5016	180415
99.64203596115112	36	18.860903	9.269939	81.0	9.0	18.860902255639097	9.269939570302634	5017	185432
102.36833500862122	37	17.371529	8.586012	66.0	8.0	17.37152777777778	8.5860122291567	5003	190435
105.0656189918518	38	19.34749	10.1198845	85.0	9.0	19.347490347490346	10.119884830926662	5011	195446
107.68882298469543	39	20.283401	11.246621	78.0	9.0	20.2834008097166	11.246621074815547	5010	200456
110.30603885650635	40	20.933332	10.4345045	64.0	8.0	20.933333333333334	10.4345047265737	5024	205480
112.9192430973053	41	20.412245	9.948308	59.0	9.0	20.412244897959184	9.948307878946585	5001	210481
115.53644227981567	42	19.48249	9.926221	72.0	8.0	19.48249027237354	9.926220280220553	5007	215488
118.27775454521179	43	18.91698	9.570823	84.0	9.0	18.91698113207547	9.570823111800774	5013	220501
121.0611023902893	44	17.39236	8.685609	65.0	8.0	17.39236111111111	8.685608945749726	5009	225510
123.82643508911133	45	16.952543	7.739254	58.0	8.0	16.952542372881357	7.739254024670209	5001	230511
126.53172540664673	46	18.054152	8.593967	58.0	8.0	18.054151624548737	8.593967266503405	5001	235512
129.1679403781891	47	16.627907	7.371564	60.0	8.0	16.627906976744185	7.371563748463345	5005	240517
131.80516457557678	48	15.955414	6.4741955	46.0	8.0	15.955414012738853	6.4741956675690036	5010	245527
134.4103720188141	49	15.63125	6.445562	48.0	8.0	15.63125	6.445562305765107	5002	250529
137.05259084701538	50	14.402299	5.7962723	64.0	8.0	14.402298850574713	5.796272623374564	5012	255541
139.69381856918335	51	13.766483	5.194341	43.0	8.0	13.766483516483516	5.194341569211673	5011	260552
142.31002521514893	52	12.989611	4.783619	41.0	8.0	12.98961038961039	4.783618812061936	5001	265553
144.921236038208	53	12.175182	4.2378745	44.0	8.0	12.175182481751825	4.23787431833342	5004	270557
