Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.407725811004639	0	35.681416	8.248642	62.0	24.0	35.68141592920354	8.248642137357441	4032	4032
6.908832550048828	1	21.057896	0.69722444	22.0	20.0	21.057894736842105	0.6972244141282702	4001	8033
9.296851396560669	2	73.29091	3.8971913	81.0	65.0	73.2909090909091	3.89719119027457	4031	12064
11.671844959259033	3	62.59375	4.2305393	70.0	56.0	62.59375	4.23053908355661	4006	16070
14.058858156204224	4	64.98387	3.96961	74.0	56.0	64.98387096774194	3.9696101030765543	4029	20099
16.475904941558838	5	92.545456	9.301648	116.0	79.0	92.54545454545455	9.301648303232325	4072	24171
18.88793921470642	6	94.81396	10.790297	119.0	81.0	94.81395348837209	10.790296704659276	4077	28248
21.2549307346344	7	74.14815	5.3278003	90.0	64.0	74.14814814814815	5.327800628177417	4004	32252
23.63594627380371	8	64.70968	4.315714	75.0	56.0	64.70967741935483	4.315714334675358	4012	36264
26.012941122055054	9	48.80488	3.1056166	57.0	44.0	48.80487804878049	3.105616565743521	4002	40266
28.418971300125122	10	34.689655	2.6730254	42.0	29.0	34.689655172413794	2.6730255139701367	4024	44290
30.820996522903442	11	26.68	2.5015197	33.0	21.0	26.68	2.501519538200731	4002	48292
33.2370343208313	12	24.023952	2.2506208	31.0	19.0	24.023952095808383	2.2506209277840283	4012	52304
35.66408967971802	13	25.649681	2.708482	38.0	20.0	25.64968152866242	2.708482175454428	4027	56331
38.07411479949951	14	29.394161	3.711017	40.0	22.0	29.394160583941606	3.7110166711208517	4027	60358
40.472145080566406	15	36.207207	7.786703	68.0	25.0	36.207207207207205	7.786702822694408	4019	64377
42.860159397125244	16	41.75	8.960562	77.0	27.0	41.75	8.960561738343566	4008	68385
45.25618052482605	17	37.672897	10.0138	86.0	23.0	37.67289719626168	10.013799544921996	4031	72416
47.64919900894165	18	35.785713	8.973601	72.0	25.0	35.785714285714285	8.973600737946926	4008	76424
50.033209562301636	19	36.436363	9.002552	81.0	25.0	36.43636363636364	9.002552438793298	4008	80432
52.43222498893738	20	35.2807	7.389548	73.0	26.0	35.280701754385966	7.389547824556008	4022	84454
54.82224130630493	21	37.055557	7.253139	70.0	27.0	37.05555555555556	7.253138954367138	4002	88456
57.25830578804016	22	37.851852	9.549883	92.0	27.0	37.851851851851855	9.54988347302848	4088	92544
59.67833733558655	23	38.301888	8.447585	69.0	26.0	38.301886792452834	8.447585131457497	4060	96604
62.07636785507202	24	42.452633	9.581527	84.0	30.0	42.45263157894737	9.58152654693025	4033	100637
64.50941181182861	25	45.41111	11.29001	88.0	31.0	45.41111111111111	11.290009786871504	4087	104724
66.93947005271912	26	45.55682	10.538735	90.0	32.0	45.55681818181818	10.53873585931428	4009	108733
69.41856288909912	27	41.40206	9.989334	87.0	28.0	41.402061855670105	9.989334305771457	4016	112749
71.79656863212585	28	36.715595	6.3968053	68.0	28.0	36.71559633027523	6.396805026937047	4002	116751
74.17456459999084	29	35.732143	6.5778065	85.0	28.0	35.732142857142854	6.577806493452519	4002	120753
76.56157803535461	30	34.826088	3.6025615	50.0	28.0	34.82608695652174	3.602561575529562	4005	124758
78.96660661697388	31	34.529915	3.5459685	47.0	28.0	34.52991452991453	3.545968336813841	4040	128798
81.3626356124878	32	34.152542	3.8014874	44.0	28.0	34.152542372881356	3.801487484612065	4030	132828
83.76365256309509	33	35.298244	4.641404	58.0	30.0	35.29824561403509	4.641403720974642	4024	136852
86.16668748855591	34	36.745453	5.851863	60.0	28.0	36.74545454545454	5.851862739390011	4042	140894
88.54169058799744	35	41.71875	8.118527	89.0	31.0	41.71875	8.118527069046042	4005	144899
90.92068910598755	36	52.142857	13.972807	104.0	35.0	52.142857142857146	13.972806879667196	4015	148914
93.32572603225708	37	57.225353	12.659347	91.0	40.0	57.225352112676056	12.659347359964576	4063	152977
95.70972895622253	38	57.54286	11.199089	88.0	40.0	57.542857142857144	11.199088884223336	4028	157005
98.0897364616394	39	57.514286	10.826875	91.0	42.0	57.51428571428571	10.826875102715276	4026	161031
100.46974420547485	40	50.873417	12.189815	106.0	38.0	50.87341772151899	12.189814266980585	4019	165050
102.86876726150513	41	52.467533	15.627636	136.0	38.0	52.467532467532465	15.627634876505192	4040	169090
105.28080177307129	42	53.96	8.891105	93.0	42.0	53.96	8.891104168399634	4047	173137
107.660817861557	43	52.82895	8.332542	91.0	44.0	52.828947368421055	8.332542667938725	4015	177152
110.05984091758728	44	61.469696	12.372035	111.0	48.0	61.46969696969697	12.372035545719076	4057	181209
112.44985699653625	45	62.092308	8.197041	86.0	50.0	62.09230769230769	8.197040886194287	4036	185245
114.8198561668396	46	69.13793	10.511813	109.0	55.0	69.13793103448276	10.51181318370132	4010	189255
117.22487616539001	47	71.29825	11.07069	116.0	58.0	71.29824561403508	11.070689787033434	4064	193319
119.64292407035828	48	88.804344	23.409973	226.0	68.0	88.80434782608695	23.409975173377426	4085	197404
122.06096386909485	49	107.57895	20.782877	175.0	81.0	107.57894736842105	20.78287703469698	4088	201492
124.47499990463257	50	120.117645	20.559475	179.0	91.0	120.11764705882354	20.55947571127463	4084	205576
126.86801815032959	51	122.84849	24.839022	234.0	94.0	122.84848484848484	24.83902258863785	4054	209630
129.28705048561096	52	104.5641	15.702024	175.0	86.0	104.56410256410257	15.702024811118081	4078	213708
131.7091019153595	53	94.88372	9.127544	117.0	81.0	94.88372093023256	9.127544060330953	4080	217788
